school,readingachieve,readingchange,writingachieve,writingchange,mathachieve,mathchange
838314,0.81,11,0.81,11,0.59,15
845531,0.68,4,0.81,0,0.54,4
814080,0.68,-11,0.77,0,0.57,-4
848832,0.8,4,0.8,-6,0.75,9
851167,0.81,0,0.69,-22,0.61,-2
864080,0.62,-21,0.66,-25,0.51,-1
737242,0.8,2,0.73,-6,0.49,-8
14176,0.72,-9,0.67,-19,0.58,-26
68710,0.88,13,0.88,15,0.82,13
112387,0.75,-10,0.65,-20,0.59,-22
663,0.76,4,0.76,-3,0.73,18
20702,0.87,9,0.87,7,0.53,-15
26530,0.86,28,0.71,13,0.48,-6
28231,0.82,-7,0.85,4,0.62,-16
28282,0.75,1,0.69,-5,0.64,7
54623,0.85,-2,0.89,-3,0.75,-8
30694,0.71,14,0.71,4,0.52,-5
36447,0.83,2,0.79,-13,0.66,1
36455,0.96,4,0.86,-2,0.89,-3
36471,0.96,11,0.96,5,0.93,17
33561,0.95,8,0.94,4,0.92,9
120199,0.79,-11,0.84,-7,0.75,-13
50199,0.6,8,0.4,-3,0.2,7
616722,0.89,0,0.87,-3,0.8,-1
55131,0.71,-19,0.57,-37,0.6,-29
55395,0.91,2,0.81,-13,0.79,-6
418445,0.9,-3,0.88,-1,0.78,-9
56405,0.82,19,0.79,10,0.67,1
34347,0.64,-2,0.54,-17,0.46,-17
71870,0.89,-7,0.78,-18,0.76,-16
211434,0.86,-7,0.89,0,0.85,-2
86517,0.88,-8,0.91,-6,0.75,-17
90050,0.92,3,0.88,0,0.62,-17
74527,0.89,-9,0.94,-2,0.79,-14
101990,0.73,-8,0.76,-5,0.66,-17
115541,0.75,-9,0.84,0,0.69,-9
111430,0.68,-4,0.74,2,0.44,-19
77011,0.98,10,1.0,14,0.95,5
122858,0.68,-16,0.64,-22,0.61,-13
123609,0.75,2,0.8,-1,0.75,15
128511,0.6,-14,0.73,-10,0.46,-14
128457,0.8,-5,0.9,2,0.6,-16
246078,0.87,-4,0.82,-5,0.72,-5
236411,0.79,41,0.43,20,0.36,21
136875,0.65,4,0.54,0,0.42,-1
139343,0.75,-9,0.75,-1,0.68,8
140783,0.76,-4,0.88,8,0.63,-14
72086,0.93,17,0.93,7,0.84,15
136883,0.89,10,0.91,4,0.82,8
563982,0.82,4,0.91,11,0.77,2
619132,0.88,10,0.92,14,0.74,0
156019,0.82,-6,0.64,-28,0.64,-24
281909,0.81,-10,0.76,-15,0.73,-12
192937,0.66,-13,0.72,-16,0.56,-6
201545,0.71,-2,0.75,14,0.67,1
54640,0.78,-10,0.69,-23,0.59,-7
204170,0.84,23,0.79,-4,0.76,-3
201776,0.92,0,0.96,9,0.96,-1
213730,0.78,-9,0.75,-9,0.53,-12
213772,0.63,-20,0.57,-12,0.6,-2
217220,0.58,-9,0.58,-28,0.35,-8
213861,0.61,-21,0.48,-30,0.39,-23
442954,0.84,-3,0.81,-4,0.66,-13
217972,0.81,-1,0.76,-10,0.71,-8
237086,0.63,-7,0.74,-4,0.53,-8
184305,0.78,-6,0.86,2,0.65,-10
23016,0.86,8,0.88,7,0.77,10
252794,0.96,16,0.96,12,0.89,25
254078,0.86,-4,0.88,-2,0.76,-10
255971,0.73,-9,0.72,-10,0.8,10
256005,0.78,12,0.75,-2,0.62,-2
234460,0.7,0,0.7,5,0.57,0
281913,0.72,0,0.59,-17,0.64,0
282545,0.61,2,0.39,-5,0.44,-4
13719,0.93,5,0.85,-1,0.77,-8
364741,0.81,-4,0.74,-15,0.53,-21
283118,0.87,1,0.87,10,0.73,-13
286079,0.82,-4,0.91,5,0.77,9
89442,0.71,-8,0.82,-6,0.74,-9
291145,0.76,-3,0.82,-10,0.71,9
297615,0.65,-7,0.73,-3,0.69,21
302457,0.74,-9,0.76,-2,0.46,-19
290254,0.59,-13,0.53,-8,0.34,-23
303860,0.86,7,0.84,13,0.61,-14
304220,0.6,-18,0.51,-22,0.4,-17
400308,0.85,-1,0.76,-10,0.61,-19
313599,0.87,-3,0.87,-3,0.89,2
16874,0.85,9,0.83,5,0.69,-4
382809,0.88,3,0.84,10,0.6,-3
491629,0.86,-5,0.84,-6,0.86,0
361879,0.8,-11,0.82,-11,0.71,-6
597201,0.84,2,0.75,-7,0.51,-23
234850,0.58,5,0.65,3,0.38,0
342394,0.85,-3,0.76,-17,0.63,-15
356263,0.7,2,0.59,-9,0.59,4
364010,0.83,4,0.92,4,0.79,6
365190,0.5,-14,0.39,-32,0.77,-1
185604,0.8,-6,0.61,-23,0.55,-23
372463,0.69,8,0.45,-26,0.28,-27
456316,0.89,-1,0.91,0,0.82,-4
565973,0.82,-4,0.82,-9,0.69,-15
400645,0.72,-6,0.72,-4,0.6,-5
406139,0.71,-3,0.67,-10,0.59,-6
413348,0.44,0,0.52,4,0.3,-6
413658,0.79,-12,0.72,-17,0.62,-21
16796,0.82,-12,0.78,-16,0.73,-16
234591,0.66,-15,0.47,-18,0.45,-20
431354,0.77,-11,0.79,-11,0.67,-14
435546,0.85,2,0.83,17,0.78,6
548103,0.75,-1,0.72,0,0.64,-1
205611,0.84,-3,0.86,-2,0.7,-8
444286,0.75,-9,0.85,4,0.68,8
448966,0.93,7,0.95,13,0.9,15
453900,0.65,-17,0.53,-20,0.41,-23
472174,0.9,4,0.9,4,0.72,2
472727,1.0,9,0.76,-7,0.6,17
494607,0.82,-6,0.86,-4,0.77,-4
479063,0.71,-12,0.76,-1,0.67,0
501188,0.8,-3,0.83,-6,0.83,4
479454,0.95,16,0.95,2,0.76,1
479772,0.78,8,0.78,8,0.48,-25
483176,0.8,-10,0.7,-15,0.68,-13
257447,0.91,-2,0.91,0,0.75,-13
52254,0.74,1,0.59,-10,0.43,-17
489310,0.71,5,0.64,-5,0.64,4
491144,0.8,19,0.8,13,0.73,15
491993,0.71,0,0.71,2,0.68,5
493422,0.86,-8,0.93,12,0.86,2
235113,0.83,-1,0.88,10,0.83,8
514292,0.56,-22,0.6,-20,0.4,-30
511080,0.94,6,0.92,4,0.92,16
422035,0.9,4,0.78,2,0.78,4
516821,0.7,-4,0.81,7,0.73,11
537659,0.94,1,0.92,-2,0.88,0
538736,0.75,-5,0.7,-15,0.57,-5
538833,0.82,-11,0.64,-16,0.64,-9
539961,1.0,17,1.0,29,0.65,23
519030,0.95,12,0.76,10,0.76,10
544256,0.58,8,0.52,-6,0.39,13
298904,0.88,12,0.73,-21,0.58,-13
318387,0.81,20,0.7,6,0.65,8
552836,0.69,-9,0.62,-13,0.66,-9
548712,0.83,-3,0.78,-7,0.77,-4
561100,0.91,2,0.88,-2,0.89,4
566500,0.79,7,0.76,-9,0.75,0
340936,0.83,4,0.73,-9,0.83,9
570419,0.78,5,0.85,12,0.78,19
579246,0.55,11,0.45,-11,0.27,-5
586501,0.71,4,0.74,3,0.47,-8
28304,0.7,15,0.63,4,0.74,38
308026,0.79,-8,0.79,-8,0.64,-3
595500,0.71,6,0.43,-27,0.5,-5
604674,0.87,13,0.9,11,0.77,9
608017,0.82,-6,0.75,-18,0.72,-10
607274,0.93,24,1.0,15,0.9,9
340898,0.98,11,0.93,6,0.93,16
610593,0.68,-8,0.79,8,0.63,-13
614700,0.62,-33,0.88,-7,0.31,-69
549380,0.85,3,0.91,1,0.74,-10
617318,0.67,-19,0.65,-11,0.53,-16
